created_at,source,original_text,clean_text,polarity,subjectivity,lang,favorite_count,retweet_count,original_author,followers_count,friends_count,possibly_sensitive,hashtags,user_mentions,place
Fri Jun 18 16:58:41 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@MiracleOkeke @ShoeGuyOtis @perfectskones @Elkrosmediahub @Biisi96 @Steadi_lady @Fel_Steve This is the same shoe in my house right now. I can order from @ShoeGuyOtis and go to sleep https://t.co/VvrgDDZmd3,This shoe house right I order go sleep,0.14285714285714285,0.33035714285714285,en,0,0,aproko_doctor,1117925,9395,False,,"MiracleOkeke, ShoeGuyOtis, perfectskones, Elkrosmediahub, biisi96, Steadi_lady, Fel_Steve, ShoeGuyOtis",Lagos Nigeria
Fri Jun 18 16:25:47 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@Renegbuya Happy birthday chief! Fellowship na small thing for your side,Happy birthday chief Fellowship na small thing side,0.375,0.7,en,0,0,aproko_doctor,1117925,9395,,,Renegbuya,Lagos Nigeria
Fri Jun 18 16:25:25 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@maziibe_ I hate that I understood this photo,I hate I understood photo,-0.8,0.9,en,0,0,aproko_doctor,1117925,9395,,,maziibe_,Lagos Nigeria
Fri Jun 18 16:23:02 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@ChimdiIbeawuchi @FAO @UNDPEgypt I'm proud of you dear. Keep evolving,I 'm proud dear Keep evolving,0.8,1.0,en,0,0,aproko_doctor,1117925,9395,,,"ChimdiIbeawuchi, FAO, UNDPEgypt",Lagos Nigeria
Fri Jun 18 16:22:37 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @ChimdiIbeawuchi: Today, I arrived Egypt 🇪🇬 on an agricultural tour.
I need to find out how a country with NO WATER achieved self-suffic…",Today I arrived Egypt agricultural tour.I need find country NO WATER achieved self-suffic,0.0,0.0,en,1578,288,aproko_doctor,1117925,9395,,,ChimdiIbeawuchi,Lagos Nigeria
Fri Jun 18 15:16:46 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",My own Amaka does not disappoint! This was a pleasant surprise. 😊😊😊😊 https://t.co/C8oT4sABAA https://t.co/mwATY1LUwb,My Amaka disappoint This pleasant surprise,0.7416666666666667,0.9833333333333334,en,0,0,aproko_doctor,1117925,9395,False,,,Lagos Nigeria
Fri Jun 18 14:30:50 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@TheBriDen Is someone arguing it? The cvt transmission is beautiful.,Is someone arguing The cvt transmission beautiful,0.85,1.0,en,0,0,aproko_doctor,1117925,9395,,,TheBriDen,Lagos Nigeria
Fri Jun 18 14:29:18 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @urchilla01: 🤝🏾👍🏾 https://t.co/reNu3QgCpp,,0.0,0.0,und,157,39,aproko_doctor,1117925,9395,False,,urchilla01,Lagos Nigeria
Fri Jun 18 14:28:39 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","I learnt early to stop things like, ""You never do so and so for me"" to my spouse

I'd rather say, ""I'd love it if you would do more of so and so""

Using the first sentence accuses your partner and may make them defensive. Communication then enters the mud.",I learnt early stop things like `` You never '' spouseI 'd rather say `` I 'd love would '' Using first sentence accuses partner may make defensive Communication enters mud,0.3375,0.4333333333333333,en,0,0,aproko_doctor,1117925,9395,,,,Lagos Nigeria
Fri Jun 18 10:56:02 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@Ejire_ You'd need to see a doctor to look at you and prescribe one,You 'd need see doctor look prescribe one,0.0,0.0,en,0,0,aproko_doctor,1117925,9395,,,Ejire_,Lagos Nigeria
Fri Jun 18 10:55:06 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@The_Ngozi I ignore people like that. No time abeg,I ignore people like No time abeg,0.0,0.0,en,0,0,aproko_doctor,1117925,9395,,,The_Ngozi,Lagos Nigeria
Fri Jun 18 10:40:13 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@VAjaebo You don't have the data, wealthy people have generally longer life spans",You n't data wealthy people generally longer life spans,0.275,0.75,en,0,0,aproko_doctor,1117925,9395,,,VAjaebo,Lagos Nigeria
Fri Jun 18 10:36:58 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","It's okay to change your opinions about issues when new information comes your way. 

The way you see the world will not be the same as you continue to learn, grow, meet new people etc.

We change as we grow.",It 's okay change opinions issues new information comes way The way see world continue learn grow meet new people etc.We change grow,0.19318181818181818,0.3835227272727273,en,0,0,aproko_doctor,1117925,9395,,,,Lagos Nigeria
Fri Jun 18 10:33:00 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",This content is proudly sponsored by Aproko Doctor. https://t.co/T1Sroi78mu,This content proudly sponsored Aproko Doctor,0.8,1.0,en,0,0,aproko_doctor,1117925,9395,False,,,Lagos Nigeria
Fri Jun 18 10:05:23 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@o_wonderful Whichever one makes you sleep better,Whichever one makes sleep better,0.5,0.5,en,0,0,aproko_doctor,1117925,9395,,,o_wonderful,Lagos Nigeria
Fri Jun 18 10:05:02 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@IndomitableJosh 4 the next morning!,next morning,0.0,0.0,en,0,0,aproko_doctor,1117925,9395,,,IndomitableJosh,Lagos Nigeria
Fri Jun 18 10:04:34 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@CrownsTohBadt Lol. Go and ask questions.,Lol Go ask questions,0.8,0.7,en,0,0,aproko_doctor,1117925,9395,,,CrownsTohBadt,Lagos Nigeria
Fri Jun 18 10:00:08 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Why do people find it hard to believe that medical students read for long hours though?

During my final exams we read in a room from 8am to 4am the next morning. Adrenaline alone will keep you alert. https://t.co/VQ8Zosaruk",Why people find hard believe medical students read long hours though During final exams read room next morning Adrenaline alone keep alert,-0.06833333333333333,0.3883333333333333,en,0,0,aproko_doctor,1117925,9395,False,,,Lagos Nigeria
Fri Jun 18 09:41:52 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @adewumihaas001: Ah yes! I remember 

I’m taking a Facebook Ad class on Saturday at Yaba 

And I have space for 2 more people 

10k for…",Ah yes I remember Im taking Facebook Ad class Saturday Yaba And I space people k,0.5,0.5,en,57,20,aproko_doctor,1117925,9395,,,adewumihaas001,Lagos Nigeria
Thu Jun 17 19:35:21 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",My mix of fruits for the night. Prepared by my @chef_amakaa wey no dey disappoint. https://t.co/RqKDfcRiNC,My mix fruits night Prepared wey dey disappoint,0.0,0.0,en,0,0,aproko_doctor,1117925,9395,False,,chef_amakaa,Lagos Nigeria
Thu Jun 17 17:36:45 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",This is horrible! Children have been reduced to animals here in Nigeria. https://t.co/rKMr4yHyCS,This horrible Children reduced animals Nigeria,-1.0,1.0,en,0,0,aproko_doctor,1117925,9395,False,,,Lagos Nigeria
Thu Jun 17 17:35:35 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@YarKafanchan @jaymb000 I've placed his account notification on.,I 've placed account notification,0.0,0.0,en,0,0,aproko_doctor,1117925,9395,,,"YarKafanchan, jaymb000",Lagos Nigeria
Thu Jun 17 17:30:09 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@Mc_Phils Loveet,Loveet,0.0,0.0,en,0,0,aproko_doctor,1117925,9395,,,Mc_Phils,Lagos Nigeria
Thu Jun 17 17:25:37 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @Anok_Cj: @aproko_doctor as seen somewhere. Weldon Bro https://t.co/iyNcXW8bEP,seen somewhere Weldon Bro,0.0,0.0,en,209,24,aproko_doctor,1117925,9395,False,,"Anok_Cj, aproko_doctor",Lagos Nigeria
Thu Jun 17 17:23:08 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@YomYom_ I know famous people!,I know famous people,0.625,1.0,en,0,0,aproko_doctor,1117925,9395,,,YomYom_,Lagos Nigeria
Thu Jun 17 17:17:37 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Amaka do the needful abeg. https://t.co/HBzYysLuoD,Amaka needful abeg,0.0,0.0,en,0,0,aproko_doctor,1117925,9395,False,,,Lagos Nigeria
Thu Jun 17 16:55:17 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @Letter_to_Jack: ABEOKUTA!!!

AYINLA (The Movie) will premiere tomorrow, June 18th at OOPL Cinemas by 4pm. 

And guess what? We are brin…",ABEOKUTA AYINLA The Movie premiere tomorrow June th OOPL Cinemas pm And guess We brin,0.0,0.0,en,507,572,aproko_doctor,1117925,9395,,,Letter_to_Jack,Lagos Nigeria
Thu Jun 17 13:02:31 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@wakawaka_doctor But can you do it or not.,But,0.0,0.0,en,0,0,aproko_doctor,1117925,9395,,,wakawaka_doctor,Lagos Nigeria
Thu Jun 17 13:00:52 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Social media is not the problem of Nigeria. Inept, incompetent and unconcerned leaders are.

Results speak for themselves and the reportcard here is that they've failed. 

#KeepitOn",Social media problem Nigeria Inept incompetent unconcerned leaders are.Results speak reportcard 've failed,-0.2722222222222222,0.24444444444444446,en,0,0,aproko_doctor,1117925,9395,,KeepitOn,,Lagos Nigeria
Thu Jun 17 12:26:43 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@Nwankpa_A Someone sent to me o. I've not downloaded the app,Someone sent o. I 've downloaded app,0.0,0.0,en,0,0,aproko_doctor,1117925,9395,,,Nwankpa_A,Lagos Nigeria
Thu Jun 17 12:15:53 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@ShoeGuyOtis Lmao. You know what to do. 🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣,Lmao You know,0.6,1.0,en,0,0,aproko_doctor,1117925,9395,,,ShoeGuyOtis,Lagos Nigeria
Thu Jun 17 12:15:20 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@geobisi1 Did you read the post? Did you see ""spoilt"" did you see the photo?",Did read post Did see `` spoilt '' see photo,0.0,0.0,en,0,0,aproko_doctor,1117925,9395,,,geobisi1,Lagos Nigeria
Thu Jun 17 11:42:50 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @Kingkuranga: Because he asked us to drink water????

Something, Aproko Doctor used to say before him",Because asked us drink water Something Aproko Doctor used say,0.0,0.0,en,2457,875,aproko_doctor,1117925,9395,,,Kingkuranga,Lagos Nigeria
Thu Jun 17 11:38:21 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Bold of you to think they like Nigerians. The game is power and has never been about Nigerians. https://t.co/Pa8FBUBPWy,Bold think like Nigerians The game power never Nigerians,-0.033333333333333354,0.5333333333333333,en,0,0,aproko_doctor,1117925,9395,False,,,Lagos Nigeria
Thu Jun 17 09:46:50 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","You see these whitish spots? Avoid totally, the name of the fungus is aspergillus, the name of the toxin is aflatoxin

Old groudnuts, bread can also contain them.

Responsible for liver cancer. Let's be careful where and what we eat. https://t.co/3GN0F2V2o9",You see whitish spots Avoid totally name fungus aspergillus name toxin aflatoxinOld groudnuts bread also contain them.Responsible liver cancer Let 's careful eat,0.05000000000000001,0.625,en,0,0,aproko_doctor,1117925,9395,False,,,Lagos Nigeria
Thu Jun 17 09:36:27 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@trending_medic The same person o.,The person,0.0,0.125,en,0,0,aproko_doctor,1117925,9395,,,trending_medic,Lagos Nigeria
Thu Jun 17 09:34:28 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@ELSiEiSY Cut soap. For us na,Cut soap For us na,0.0,0.0,en,0,0,aproko_doctor,1117925,9395,,,ELSiEiSY,Lagos Nigeria
Thu Jun 17 08:49:22 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@gisthaphy As long as those tomatoes have these, avoid. These are most likely the fungi that release the toxins. The market women are not on Twitter, but they're on Whatsapp. https://t.co/GKVDGqBxqR",As long tomatoes avoid These likely fungi release toxins The market women Twitter 're Whatsapp,0.15,0.6333333333333333,en,0,0,aproko_doctor,1117925,9395,False,,gisthaphy,Lagos Nigeria
Thu Jun 17 08:26:26 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@bowNarrow007 It's a dilemma.,It 's dilemma,0.0,0.0,en,0,0,aproko_doctor,1117925,9395,,,bowNarrow007,Lagos Nigeria
Thu Jun 17 08:26:09 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@General_Oluchi We don't have proper food inspection outlets.,We n't proper food inspection outlets,0.0,0.1,en,0,0,aproko_doctor,1117925,9395,,,General_Oluchi,Lagos Nigeria
Thu Jun 17 08:24:38 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@daplottwista I said spoilt.... It's clear.,I said spoilt .... It 's clear,0.10000000000000002,0.3833333333333333,en,0,0,aproko_doctor,1117925,9395,,,daplottwista,Lagos Nigeria
Thu Jun 17 08:15:01 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Let me tell you what many Nigerians face.

Many people can't afford fresh tomatoes so they settle for tomatoes that are partly spoilt, called esha that contain a fungi known to cause liver cancer, boiling doesn't remove them completely

What they can afford ends up killing them",Let tell many Nigerians face.Many people ca n't afford fresh tomatoes settle tomatoes partly spoilt called esha contain fungi known cause liver cancer boiling n't remove completelyWhat afford ends killing,0.35000000000000003,0.475,en,0,0,aproko_doctor,1117925,9395,,,,Lagos Nigeria
Thu Jun 17 07:11:59 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Everytime I leave my house, I pray that robbers won't meet me or one trailer will not fall on top my motor.

Right now, we can hope and fight for a country that works, but till then, we pray and look for a way out.",Everytime I leave house I pray robbers wo n't meet one trailer fall top motor.Right hope fight country works till pray look way,0.39285714285714285,0.5178571428571428,en,0,0,aproko_doctor,1117925,9395,,,,Lagos Nigeria
Thu Jun 17 06:34:05 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@Dbigbossman Congratulations,Congratulations,0.0,0.0,en,0,0,aproko_doctor,1117925,9395,,,Dbigbossman,Lagos Nigeria
Thu Jun 17 06:27:25 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@REINA_FOODS Happy birthday,Happy birthday,0.8,1.0,en,0,0,aproko_doctor,1117925,9395,,,REINA_FOODS,Lagos Nigeria
Thu Jun 17 06:27:14 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@YarKafanchan I said it then, but was told it was ""inferiority complex"" that was doing me. It made no sense businesswise. Even FaceTime is now making moves to allow Android users in.",I said told `` inferiority complex '' It made sense businesswise Even FaceTime making moves allow Android users,-0.3,0.4,en,0,0,aproko_doctor,1117925,9395,,,YarKafanchan,Lagos Nigeria
Thu Jun 17 06:24:05 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @Kits_Shop: Puma Jogger OG Trainers

Lace up closure

Promo: 10% discount_
Phone/Whatsapp: 08039562419
Telegram:https:https://t.co/6vNxa…",Puma Jogger OG TrainersLace closurePromo discount_Phone/Whatsapp Telegram,0.0,0.0,en,91,67,aproko_doctor,1117925,9395,,,Kits_Shop,Lagos Nigeria
Thu Jun 17 06:20:24 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@Letter_to_Jack Happy birthday chief. More life more wins,Happy birthday chief More life wins,0.525,0.55,en,0,0,aproko_doctor,1117925,9395,,,Letter_to_Jack,Lagos Nigeria
Thu Jun 17 06:11:30 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@asemota These jeans were tough just for being tough,These jeans tough tough,-0.3888888888888889,0.8333333333333334,en,0,0,aproko_doctor,1117925,9395,,,asemota,Lagos Nigeria
Wed Jun 16 22:24:39 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@YarKafanchan Wasted the lives of those rams.,Wasted lives rams,-0.2,0.0,en,0,0,aproko_doctor,1117925,9395,,,YarKafanchan,Lagos Nigeria
Wed Jun 16 22:16:03 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Elected officials are your servants.,Elected officials servants,0.0,0.0,en,0,0,aproko_doctor,1117925,9395,,,,Lagos Nigeria
Wed Jun 16 19:54:20 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Food has become so expensive that people now buy pieces of yams because they can't afford a full tuber.

This is happening currently in Nigeria.",Food become expensive people buy pieces yams ca n't afford full tuber.This happening currently Nigeria,-0.05000000000000001,0.5499999999999999,en,0,0,aproko_doctor,1117925,9395,,,,Lagos Nigeria
Wed Jun 16 17:34:45 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","You know that you can't be feeding your children noodles everyday and expect them to be healthy...

You know right?
I'm sure you know right?
I'm sure you know right?!

""Ehn! But I added carrots and spring onions!""

Adding vegetables to unhealthy food doesn't make it healthy.",You know ca n't feeding children noodles everyday expect healthy ... You know right I 'm sure know right I 'm sure know right '' Ehn But I added carrots spring onions `` Adding vegetables unhealthy food n't make healthy,0.2810515873015873,0.631657848324515,en,0,0,aproko_doctor,1117925,9395,,,,Lagos Nigeria
Wed Jun 16 17:34:10 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@prestige_stepjo Thank you,Thank,0.0,0.0,en,0,0,aproko_doctor,1117925,9395,,,prestige_stepjo,Lagos Nigeria
Wed Jun 16 17:34:05 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@joseph_osi Thanks,Thanks,0.2,0.2,en,0,0,aproko_doctor,1117925,9395,,,joseph_osi,Lagos Nigeria
Wed Jun 16 17:34:00 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@life_of_rey Thanks Rey,Thanks Rey,0.2,0.2,en,0,0,aproko_doctor,1117925,9395,,,life_of_rey,Lagos Nigeria
Wed Jun 16 17:32:39 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@Nwankpa_A 🤣🤣🤣,,0.0,0.0,und,0,0,aproko_doctor,1117925,9395,,,Nwankpa_A,Lagos Nigeria
Wed Jun 16 17:15:51 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@trending_medic So you no fit tell me this thing for Whatsapp abi?,So fit tell thing Whatsapp abi,-0.2,0.4,en,0,0,aproko_doctor,1117925,9395,,,trending_medic,Lagos Nigeria
Wed Jun 16 17:15:27 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @officialdamosh: Tribute to the King … @wizkidayo BIG WIZ on 10 successful years in music and to cap it all, one of the greatest Afrobea…",Tribute King BIG WIZ successful years music cap one greatest Afrobea,0.5833333333333334,0.6833333333333332,en,1078,501,aproko_doctor,1117925,9395,,,"officialdamosh, wizkidayo",Lagos Nigeria
Wed Jun 16 17:15:21 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",This boy don nearly turn me to Wizkid FC. https://t.co/0X7A8xDsLZ,This boy nearly turn Wizkid FC,0.1,0.4,en,0,0,aproko_doctor,1117925,9395,False,,,Lagos Nigeria
Wed Jun 16 13:13:35 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","If you're looking for me elsewhere, follow me on IG via this link:

https://t.co/1RlqGpeqjk",If 're looking elsewhere follow IG via link,0.0,0.0,en,0,0,aproko_doctor,1117925,9395,False,,,Lagos Nigeria
Wed Jun 16 13:07:26 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Someone went to Koo and created a platform with my name, it had already gotten almost 1000 followers.

This is not me o! I am NOT ON KOO.
Please take note. https://t.co/GyDnnOQWZO",Someone went Koo created platform name already gotten almost followers.This I NOT ON KOO.Please take note,0.0,0.0,en,0,0,aproko_doctor,1117925,9395,False,,,Lagos Nigeria
Wed Jun 16 12:57:47 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@OgbeniDipo 😑😑,,0.0,0.0,und,0,0,aproko_doctor,1117925,9395,,,OgbeniDipo,Lagos Nigeria
Wed Jun 16 12:52:59 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@Falilatt_ @DrTSquare Lol. Getat🤣,Lol Getat,0.8,0.7,en,0,0,aproko_doctor,1117925,9395,,,"Falilatt_, DrTSquare",Lagos Nigeria
Wed Jun 16 12:52:34 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@Jenny83316422 @HenshawKate @OlotuEmmanuel Send @_The100kclub a message,Send message,0.0,0.0,en,0,0,aproko_doctor,1117925,9395,,,"Jenny83316422, HenshawKate, OlotuEmmanuel, _The100kclub",Lagos Nigeria
Wed Jun 16 12:50:33 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@DrTSquare I love you bro,I love bro,0.5,0.6,en,0,0,aproko_doctor,1117925,9395,,,DrTSquare,Lagos Nigeria
Wed Jun 16 12:45:34 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@lolashoneyin Love the smiles.,Love smiles,0.5,0.6,en,0,0,aproko_doctor,1117925,9395,,,lolashoneyin,Lagos Nigeria
Wed Jun 16 12:45:11 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@UnclePamilerin Lol, you've joined @Elkrosmediahub in the old people's home",Lol 've joined old people 's home,0.45,0.44999999999999996,en,0,0,aproko_doctor,1117925,9395,,,"UnclePamilerin, Elkrosmediahub",Lagos Nigeria
Wed Jun 16 12:04:33 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Just so you know, not all days will be wonderful and that's fine. What matters is that you also try again the next day.",Just know days wonderful 's fine What matters also try next day,0.47222222222222227,0.5,en,0,0,aproko_doctor,1117925,9395,,,,Lagos Nigeria
Wed Jun 16 12:02:31 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@onyibueze2002 Na sharp guy,Na sharp guy,-0.125,0.75,en,0,0,aproko_doctor,1117925,9395,,,onyibueze2002,Lagos Nigeria
Wed Jun 16 11:58:15 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@onyeka01 What the fok? Fear dey catch me service motor o,What fok Fear dey catch service motor,0.0,0.0,en,0,0,aproko_doctor,1117925,9395,,,onyeka01,Lagos Nigeria
Wed Jun 16 11:51:31 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@imasuen_design The reach tore my ligament,The reach tore ligament,0.0,0.0,en,0,0,aproko_doctor,1117925,9395,,,imasuen_design,Lagos Nigeria
Wed Jun 16 11:49:14 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@urchilla01 @Medico_Zeal @AfamDeluxo @Ekene____ @Kestim_ @maazi_ogbonnaya @Sports_Doctor2 @UchePOkoye @HRH_onyx The dishonesty is smelling,The dishonesty smelling,0.0,0.0,en,0,0,aproko_doctor,1117925,9395,,,"urchilla01, Medico_Zeal, AfamDeluxo, Ekene____, Kestim_, maazi_ogbonnaya, Sports_Doctor2, UchePOkoye, HRH_onyx",Lagos Nigeria
Wed Jun 16 11:48:32 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@HenshawKate @OlotuEmmanuel 🤣🤣🤣🤣🤣,,0.0,0.0,und,0,0,aproko_doctor,1117925,9395,,,"HenshawKate, OlotuEmmanuel",Lagos Nigeria
Wed Jun 16 11:46:59 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @Le_CaptAwesome: How much faster is the beastly Apple M1 in the 2021 iPad Pro compared to the A12X in the 2018 iPad Pro? 

WATCH ⬇️
http…",How much faster beastly Apple M1 iPad Pro compared A12X iPad Pro WATCH http,0.2,0.2,en,77,36,aproko_doctor,1117925,9395,,,Le_CaptAwesome,Lagos Nigeria
Wed Jun 16 11:35:06 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @realdanielemeka: CBN stifles digital marketing businesses with stupid monetary policies 

Then those that survived are affected by Post…",CBN stifles digital marketing businesses stupid monetary policies Then survived affected Post,-0.39999999999999997,0.5,en,155,76,aproko_doctor,1117925,9395,,,realdanielemeka,Lagos Nigeria
Wed Jun 16 09:49:32 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","#KeepitOn
That's the tweet. Our voices matter.",'s tweet Our voices matter,0.0,0.0,en,0,0,aproko_doctor,1117925,9395,,KeepitOn,,Lagos Nigeria
Wed Jun 16 06:45:01 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@kemiadetiba Please share too. We all need it,Please share We need,0.0,0.0,en,0,0,aproko_doctor,1117925,9395,,,kemiadetiba,Lagos Nigeria
Wed Jun 16 06:18:55 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@ali_0xx More like sad,More like sad,0.0,0.75,en,0,0,aproko_doctor,1117925,9395,,,Ali_0XX,Lagos Nigeria
Wed Jun 16 06:16:09 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",We're so quick to form opinions about other people because of 280 characters especially when people we like don't like them.,We 're quick form opinions people characters especially people like n't like,0.06944444444444443,0.625,en,0,0,aproko_doctor,1117925,9395,,,,Lagos Nigeria
