,created_at,source,original_text,clean_text,sentiment,polarity,subjectivity,lang,favorite_count,retweet_count,original_author,screen_count,followers_count,friends_count,possibly_sensitive,hashtags,user_mentions,place,place_coord_boundaries,timestamp
819,Thu Jun 17 08:56:30 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","We're working on acquiring carbon credit status, a carbon footprint calculator, solar power start-ups, hydro initiatives, nurseries and a system of how we will plant 1 billion+ trees. Landfill sites, merchandise, we're in contact with models &amp; famous people &amp; marketing companies.",We 're working acquiring carbon credit status carbon footprint calculator solar power start-ups hydro initiatives nurseries system plant billion+ trees Landfill sites merchandise 're contact models amp famous people amp marketing companies,"Sentiment(polarity=0.5, subjectivity=1.0)",0.5,1.0,en,0,0,chrob_live,117,8,20,,,SPE_Token_BSC,,Deutschland,2021-06-17 08:56:30+00:00
820,Thu Jun 17 08:56:32 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","That's the problem with @HS2Ltd, they will literally say anything. This is the official #HS2 information paper on carbon, from when Phase 2a passed into law on 11th February 2021 https://t.co/iMEcAl6hpN 
and when Phase 1 became law on 23rd February 2017 https://t.co/0TF4G0SER5",That 's problem literally say anything This official information paper carbon Phase passed law th February Phase became law rd February,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,0,0,Ross_Jordan,92599,625,515,,HS2,"stophs2, HS2ltd",,Wendover,2021-06-17 08:56:32+00:00
821,Thu Jun 17 08:56:34 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Restoring degraded land helps biodiversity to recover and locks away carbon while lessening the impacts of climate change. Land restoration is 
✅ simple, 
✅ inexpensive and
✅ accessible to all
 #GenerationRestoration #DesertificationAndDroughtDay 
▶️https://t.co/KM0g7NFmik https://t.co/vhUlNvZHSS",Restoring degraded land helps biodiversity recover locks away carbon lessening impacts climate change Land restoration simple inexpensive accessible,"Sentiment(polarity=0.1875, subjectivity=0.3660714285714286)",0.1875,0.3660714285714286,en,0,0,tugendeafric,3694,370,299,,,UNEP,,Uganda EastAfrica,2021-06-17 08:56:34+00:00
822,Thu Jun 17 08:56:35 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Restoring degraded land helps biodiversity to recover and locks away carbon while lessening the impacts of climate change. Land restoration is 
✅ simple, 
✅ inexpensive and
✅ accessible to all
 #GenerationRestoration #DesertificationAndDroughtDay 
▶️https://t.co/KM0g7NFmik https://t.co/vhUlNvZHSS",Restoring degraded land helps biodiversity recover locks away carbon lessening impacts climate change Land restoration simple inexpensive accessible,"Sentiment(polarity=0.1875, subjectivity=0.3660714285714286)",0.1875,0.3660714285714286,en,0,0,vandervillegas,18162,257,356,,,UNEP,,"UP Los Baños, Laguna, Phils.",2021-06-17 08:56:35+00:00
823,Thu Jun 17 08:56:36 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Float Financing will help mobile money dealers in accessing working capital which offers short term financing aimed at improving on the number of transactions each agent can make in a month which automatically improves on their interest.

#EquityUgFloatFinancing https://t.co/d4SdEMsWSH",Float Financing help mobile money dealers accessing working capital offers short term financing aimed improving number transactions agent make month automatically improves interest,"Sentiment(polarity=0.05, subjectivity=0.15)",0.05,0.15,en,0,0,TheLeaderZW,1265,808,1845,,,IanFirmino,,,2021-06-17 08:56:36+00:00
824,Thu Jun 17 08:56:37 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Teenmaar - 26cr
Panja - 32.5cr
Gabbarsingh - 32cr 

Khaleja Kuda - 30varaku undhi 
Dookudu - 32.5cr
Businessman - 38cr 

Urike Ginjukuntaru endhuku ra mari appudu em ayyindhi Kottadaniki",Teenmaar crPanja crGabbarsingh cr Khaleja Kuda varaku undhi Dookudu crBusinessman cr Urike Ginjukuntaru endhuku ra mari appudu em ayyindhi Kottadaniki,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,in,0,0,Manojdake2228,37863,120,311,,,maheshblood,,Tanuku,2021-06-17 08:56:37+00:00
825,Thu Jun 17 08:56:42 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Each and every upland peat bog must be re-wetted to help avert climate breakdown, @theCCCuk warns today. 🌿

The nation's peatlands store more carbon than all the forests in the UK, France and Germany combined, but only 4% are in favourable condition.

🔗 https://t.co/wAEqOPiWYn https://t.co/rZRxv3aDLQ",Each every upland peat bog must re-wetted help avert climate breakdown warns today The nation 's peatlands store carbon forests UK France Germany combined favourable condition,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,0,0,MikeMcGrory1,1683,170,268,,,"stoptheshoot, theCCCuk",,NE England,2021-06-17 08:56:42+00:00
826,Thu Jun 17 08:56:43 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","If you accept that climate change is a destructive force (it is) then the cost is irrelevant and not acting is indefensible

The fact Rishi didn't say that is worrying https://t.co/JbgLWy6hiT",If accept climate change destructive force cost irrelevant acting indefensibleThe fact Rishi n't say worrying,"Sentiment(polarity=-0.3666666666666667, subjectivity=0.5333333333333333)",-0.3666666666666667,0.5333333333333333,en,0,0,Julesanimation,4316,755,2298,,,OliDugmore,,"England, United Kingdom",2021-06-17 08:56:43+00:00
827,Thu Jun 17 08:56:45 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Last Year Bday Trend Madhyalo Valla Co-fan chanipoyaru ane baadhalo unte Babu wishes tho Andhari Face lo smile patkochadu..

Trend lekapoina e wishes chaalu Ani andharu happy feel ayyaru

Aayana Character Gurinchi Matlade Hakku okka PK fan ki kuda ledhu 👍

@urstrulyMahesh 💛",Last Year Bday Trend Madhyalo Valla Co-fan chanipoyaru ane baadhalo unte Babu wishes tho Andhari Face lo smile patkochadu .. Trend lekapoina e wishes chaalu Ani andharu happy feel ayyaruAayana Character Gurinchi Matlade Hakku okka PK fan ki kuda ledhu,"Sentiment(polarity=0.3666666666666667, subjectivity=0.3888888888888889)",0.3666666666666667,0.3888888888888889,et,0,0,balu_ssmb27,16017,180,398,,,TWTM__,,Tadipatri,2021-06-17 08:56:45+00:00
828,Thu Jun 17 08:56:55 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Last time nen edho 3rd class trolls rendu esa anthe mega fans Midha... Adhi kuda heroes personals involve cheyyakunda + morphs use cheyyakunda... Dhaanike sagam mandhi unfollow and soft block chesesaru... It says how little kids they're.,Last time nen edho rd class trolls rendu esa anthe mega fans Midha ... Adhi kuda heroes personals involve cheyyakunda morphs use cheyyakunda ... Dhaanike sagam mandhi unfollow soft block chesesaru ... It says little kids 're,"Sentiment(polarity=-0.029166666666666664, subjectivity=0.3055555555555555)",-0.029166666666666664,0.3055555555555555,en,0,0,Munna__Tweetz,41865,566,331,,,ivd_RadheShyam,,,2021-06-17 08:56:55+00:00
829,Thu Jun 17 08:56:58 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","LOL

Swedish firm Lundin is selling ""carbon neutral"" oil

""The oil will be counted as carbon neutral from exploration, development &amp; so-called scope 1 &amp; 2 emissions, but…emissions caused by the oil's final use, or scope 3 emissions, are not included""

https://t.co/QIgt8a7zoT https://t.co/mRGbQaXgc2",LOLSwedish firm Lundin selling `` carbon neutral '' oil '' The oil counted carbon neutral exploration development amp so-called scope amp emissions butemissions caused oil 's final use scope emissions included '',"Sentiment(polarity=-0.1, subjectivity=0.7)",-0.1,0.7,en,0,0,AkshatRathi,2918,18856,943,,,DrSimEvans,,"London, UK",2021-06-17 08:56:58+00:00
830,Thu Jun 17 08:56:59 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MB box office wise ok 

But fanbase gurinchi matladite burripalem lo tappa bayata okkadu kanabadadu tier2 kindha consider cheyachu

Any day PK &gt;&gt;&gt; MB",MB box office wise ok But fanbase gurinchi matladite burripalem lo tappa bayata okkadu kanabadadu tier2 kindha consider cheyachuAny day PK gt gt gt MB,"Sentiment(polarity=0.6, subjectivity=0.7)",0.6,0.7,ht,0,0,pawanistdeepu,22383,1335,800,,,Ravicherry_,,world,2021-06-17 08:56:59+00:00
831,Thu Jun 17 08:57:03 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",@Haggis_UK So by 2030 we could get 30% more than 1.20 per household? How much extra carbon dioxide is getting produced to make us so wealthy @trussliz ? Will this pay for the cost of climate damage?,So could get per household How much extra carbon dioxide getting produced make us wealthy Will pay cost climate damage,"Sentiment(polarity=0.25, subjectivity=0.55)",0.25,0.55,en,0,0,Jules_Cath,113205,3241,3487,,,"AmandaL54343063, Haggis_UK",,"Surrey, United Kingdom",2021-06-17 08:57:03+00:00
832,Thu Jun 17 08:57:04 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MB Box -Office Wise Ok 👍

But Fan Base Lo Ite Tier-2 Kindha Consider Cheyachhu 

Box -Office and Fanbase Anyday

PK &gt;&gt;&gt;MB

Ah Box Office Records Kuda Mana Mafia Gurinchi Telisindhe Ga

Nen RC MB Mutual Ni PK Medha troll tweets kuda vesa
#ManOfMassesRamCharan",MB Box -Office Wise Ok But Fan Base Lo Ite Tier-2 Kindha Consider Cheyachhu Box -Office Fanbase AnydayPK gt gt gt MBAh Box Office Records Kuda Mana Mafia Gurinchi Telisindhe GaNen RC MB Mutual Ni PK Medha troll tweets kuda vesa,"Sentiment(polarity=0.1333333333333333, subjectivity=0.7999999999999999)",0.1333333333333333,0.7999999999999999,en,0,0,Pa1fanz,1868,243,300,,,prasannacherry,,,2021-06-17 08:57:04+00:00
833,Thu Jun 17 08:57:11 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Don't forget, the vote is still open and it's up to you to decide the top 3 fav Northern contestants. Vote close today midnight, so get your votes in Now.

To Vote, visit the website at
https://t.co/gV36oUyuP8 or ussd- *252#, select Mticket and follow prompts. It's FREE! https://t.co/dMFQPUvmyY",Do n't forget vote still open 's decide top fav Northern contestants Vote close today midnight get votes Now.To Vote visit website ussd- 252 select Mticket follow prompts It 's FREE,"Sentiment(polarity=0.3, subjectivity=0.6)",0.3,0.6,en,0,0,MusinguziElly1,287259,45669,34131,,,POAstar_,,Everywhere,2021-06-17 08:57:11+00:00
834,Thu Jun 17 08:57:13 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","LOL

Swedish firm Lundin is selling ""carbon neutral"" oil

""The oil will be counted as carbon neutral from exploration, development &amp; so-called scope 1 &amp; 2 emissions, but…emissions caused by the oil's final use, or scope 3 emissions, are not included""

https://t.co/QIgt8a7zoT https://t.co/mRGbQaXgc2",LOLSwedish firm Lundin selling `` carbon neutral '' oil '' The oil counted carbon neutral exploration development amp so-called scope amp emissions butemissions caused oil 's final use scope emissions included '',"Sentiment(polarity=-0.1, subjectivity=0.7)",-0.1,0.7,en,0,0,davepermen,156848,1045,1668,,,DrSimEvans,,Switzerland,2021-06-17 08:57:13+00:00
835,Thu Jun 17 08:57:15 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","la MANIA delle auto elettriche per le quali vengono investiti centinaia di miliardi (perchè costa di + tutta l'infrastruttura..) non serve a un tubo per le emissioni di Co2

se tutte le auto del mondo diventassero elettriche il CO2 emesso cala dell'1%

non c'è solo la ""pandemia"" https://t.co/VYisrEaWx1",la MANIA delle auto elettriche per le quali vengono investiti centinaia di miliardi perch costa di tutta l'infrastruttura .. non serve un tubo per le emissioni di Co2se tutte le auto del mondo diventassero elettriche il CO2 emesso cala dell 1 non c solo la `` pandemia '',"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,it,0,0,FinoGinofino,42265,283,756,,,gzibordi,,Italy,2021-06-17 08:57:15+00:00
836,Thu Jun 17 08:57:20 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","150 people own England’s largest carbon store - the peat beneath this country’s huge grouse moor estates: https://t.co/6yIYqIEHOC

So I’m delighted to have allegedly become a factor in investment decisions about grouse moors 😂 If you own one, please restore the peat &amp; rewild it! https://t.co/ZUlr3NRBok",people Englands largest carbon store peat beneath countrys huge grouse moor estates Im delighted allegedly become factor investment decisions grouse moors If one please restore peat amp rewild,"Sentiment(polarity=0.3333333333333333, subjectivity=0.5666666666666668)",0.3333333333333333,0.5666666666666668,en,0,0,RaptorPersScot,24886,23665,14774,,,guyshrubsole,,,2021-06-17 08:57:20+00:00
837,Thu Jun 17 08:57:21 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@HS2ltd Your original carbon paper figures were based on a significantly smaller budget spend &amp; a shorter completion time frame. Isn’t it about time you reassess your figures now the budget has ballooned &amp; the timeframe expanded? More costs over a greater timeframe must = more emissions.,Your original carbon paper figures based significantly smaller budget spend amp shorter completion time frame Isnt time reassess figures budget ballooned amp timeframe expanded More costs greater timeframe must emissions,"Sentiment(polarity=0.34375, subjectivity=0.5625)",0.34375,0.5625,en,0,0,Parola31,7105,103,523,,,"lordofdisorder1, HS2ltd",,,2021-06-17 08:57:21+00:00
838,Thu Jun 17 08:57:29 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Last time nen edho 3rd class trolls rendu esa anthe mega fans Midha... Adhi kuda heroes personals involve cheyyakunda + morphs use cheyyakunda... Dhaanike sagam mandhi unfollow and soft block chesesaru... It says how little kids they're.,Last time nen edho rd class trolls rendu esa anthe mega fans Midha ... Adhi kuda heroes personals involve cheyyakunda morphs use cheyyakunda ... Dhaanike sagam mandhi unfollow soft block chesesaru ... It says little kids 're,"Sentiment(polarity=-0.029166666666666664, subjectivity=0.3055555555555555)",-0.029166666666666664,0.3055555555555555,en,0,0,heyRakshasi,54698,2361,1128,,,ivd_RadheShyam,,Eg,2021-06-17 08:57:29+00:00
839,Thu Jun 17 08:57:30 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Restoring degraded land helps biodiversity to recover and locks away carbon while lessening the impacts of climate change. Land restoration is 
✅ simple, 
✅ inexpensive and
✅ accessible to all
 #GenerationRestoration #DesertificationAndDroughtDay 
▶️https://t.co/KM0g7NFmik https://t.co/vhUlNvZHSS",Restoring degraded land helps biodiversity recover locks away carbon lessening impacts climate change Land restoration simple inexpensive accessible,"Sentiment(polarity=0.1875, subjectivity=0.3660714285714286)",0.1875,0.3660714285714286,en,0,0,DeclarationDHU,574,200,96,,,UNEP,,,2021-06-17 08:57:30+00:00
840,Thu Jun 17 08:57:34 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Chii. Intakamunde oka pilla na koduku ochi uncle annadu. Vaadu annanduku kuda naaku baadha ledu. Nenu respond ayinanduku naaku baadha ga undi. 🤦🤦🤦🤦,Chii Intakamunde oka pilla na koduku ochi uncle annadu Vaadu annanduku kuda naaku baadha ledu Nenu respond ayinanduku naaku baadha ga undi,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,et,0,0,IDooram,7634,1049,356,,,ohmoogamanasaa,,,2021-06-17 08:57:34+00:00
841,Thu Jun 17 08:57:35 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","#Janasena launched in 2014. 7+ years aina MLA kuda kaledu. Next gen elections 2024. Appatiki 10 yrs

“MLA kaavadanike 10 years padite, MLA ayi opposition floor leader avvadaniki enni years teeskuntav, akkadinunchi CM post ki inkenni years teeskuntav?”

#SeriousDoubt @PawanKalyan https://t.co/K4FraVf7gX",launched years aina MLA kuda kaledu Next gen elections Appatiki yrsMLA kaavadanike years padite MLA ayi opposition floor leader avvadaniki enni years teeskuntav akkadinunchi CM post ki inkenni years teeskuntav,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,et,0,0,DhfmDathu,386965,847,397,,Janasena,OkkadiFanIkada,,"Hyderabad,Hyd",2021-06-17 08:57:35+00:00
842,Thu Jun 17 08:57:41 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","After a decade-long quest, our scientists have uncovered new clues to the origins of the universe – and landed new chemistry for #carbon-free combustion engines. @advlightsource @uhmanoa @FIU
https://t.co/ZFE20Cxz1y",After decade-long quest scientists uncovered new clues origins universe landed new chemistry -free combustion engines //,"Sentiment(polarity=0.22424242424242424, subjectivity=0.5696969696969697)",0.22424242424242424,0.5696969696969697,en,0,0,enerphyschem,161057,292,320,,,BerkeleyLab,,@Multi-DiscplineAutoDidAct,2021-06-17 08:57:41+00:00
843,Thu Jun 17 08:57:45 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","⬇️Piece from @BerniceVDoyle on the role battery storage will play in a #renewableenergy future. 
Batteries:
✅Respond in the blink of an eye
✅Give stability to the grid
✅Provide efficient zero-carbon support
✅Will deliver longer storage in the future

#EnergyStorage #NetZero https://t.co/i2HMLmJrvy",Piece role battery storage play future Batteries Respond blink eyeGive stability gridProvide efficient zero-carbon supportWill deliver longer storage future,"Sentiment(polarity=0.0, subjectivity=0.125)",0.0,0.125,en,0,0,NoelCunniffeIE,581,507,377,,renewableenergy,"StatkraftIE, BerniceVDoyle",,,2021-06-17 08:57:45+00:00
844,Thu Jun 17 08:57:47 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Macam-macam bentuk selaput dara. Elastisitas, bentuk, ketebalan &amp; ukurannya berbeda-beda.

Selaput dara bisa robek TANPA sexual intercourse, dari naik sepeda, naik kuda, gymnastics, dll. Darah yg keluar pas penetrasi juga ga selalu karena hymen, bs karena vaginal wall. https://t.co/ORAQmdb47e",Macam-macam bentuk selaput dara Elastisitas bentuk ketebalan amp ukurannya berbeda-beda.Selaput dara bisa robek TANPA sexual intercourse dari naik sepeda naik kuda gymnastics dll Darah yg keluar pas penetrasi juga ga selalu karena hymen bs karena vaginal wall,"Sentiment(polarity=0.5, subjectivity=0.8333333333333334)",0.5,0.8333333333333334,in,0,0,itsokehh,155,148,106,,,senjatanuklir,,"Earth, Cosmic",2021-06-17 08:57:47+00:00
845,Thu Jun 17 08:57:48 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","🅽🅴🆆 🅾🅵🅵🅴🆁🆂
Offer 1
One box of 50  black facemasks @650 get 2 at 1000/=
Offer 2
Buy 3 boxes get 1 box free.

🅳🅴🅻🅸🆅🅴🆁🆈 🅸🅽 🅲🅱🅳 🅰🅽🅳 🅿🅰🅽🅶🅰🅽🅸 🅰🆁🅴🅰 @100 🅾🅽🅻🆈!

0732058833 (Mpesa) 

Kindly retweet https://t.co/dJsgO4inXg",Offer One box black facemasks get /ffer Buy boxes get box free 0732058833 Mpesa Kindly retweet,"Sentiment(polarity=0.2777777777777778, subjectivity=0.7111111111111111)",0.2777777777777778,0.7111111111111111,en,0,0,Kenyan_Shinmon,6406,273,364,,,"Alawijamalileil, 650",,,2021-06-17 08:57:48+00:00
846,Thu Jun 17 08:57:52 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Guys guys...we have hp pavilion 210 G1, but limmited stock. 

Hurry in case you need one. 

Call 07412 65207 
📍Popman Building, Koja roundabout, Nairobi. 

Chimamanda Ngong William Ruto #ShameOnYouPeopleDaily #CongratulationsAtwoli Mpesa #MainaAndKingangi https://t.co/CzSGw8WV0b",Guys guys ... hp pavilion G1 limmited stock Hurry case need one Call Popman Building Koja roundabout Nairobi Chimamanda Ngong William Ruto Mpesa,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,0,0,_Mugambi254,13045,19569,16130,,,RiseDigitalSoln,,Somewhere safe,2021-06-17 08:57:52+00:00
847,Thu Jun 17 08:57:54 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Koduku veltey wooden face annaru 
Babu veltey Aslu dhekanu kuda dhekaledu 

#Prabhas veltey Indian Mega Star annaru😎🔥

Difference chala untadhi https://t.co/SUj1BkyXIb",Koduku veltey wooden face annaru Babu veltey Aslu dhekanu kuda dhekaledu veltey Indian Mega Star annaruDifference chala untadhi,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,et,0,0,autojaani,766,11,50,,Prabhas,Munna__Tweetz,,,2021-06-17 08:57:54+00:00
848,Thu Jun 17 08:57:57 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Class ✅   Flexibility  ✅   Power ✅    Speed ✅     Productivity 💯✅  

Call 📞0741265207 and get yours
📍Popman Building 1st floor, Koja BS, Nairobi @elivismunene

#AskKirubi Miguna Boniface Mwangi Francis Atwoli Arvs Sugoi Dik Dik CCTV Mpesa #IkoKaziKE Mzee Kileleshwa Kibaki https://t.co/SZGG2QSl9E",Class Flexibility Power Speed Productivity Call get yoursPopman Building st floor Koja BS Nairobi Miguna Boniface Mwangi Francis Atwoli Arvs Sugoi Dik Dik CCTV Mpesa Mzee Kileleshwa Kibaki,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,tl,0,0,_Mugambi254,13046,19569,16130,,,RiseDigitalSoln,,Somewhere safe,2021-06-17 08:57:57+00:00
849,Thu Jun 17 08:57:59 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","I don't want meat from Australia. Besides their ghastly animal welfare standards and the low quality of their meat compared to EU and UK meat, there's the inescapable fact that we should be reducing about our carbon footprint. But why are the farmers not protesting???",I n't want meat Australia Besides ghastly animal welfare standards low quality meat compared EU UK meat 's inescapable fact reducing carbon footprint But farmers protesting,"Sentiment(polarity=0.0, subjectivity=0.3)",0.0,0.3,en,0,0,ChrystalSymons,3963,12,51,,,artemis0801,,,2021-06-17 08:57:59+00:00
850,Thu Jun 17 08:58:00 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Good news.   Need the Council to explain the major contradiction in its business case.  Advanced as presenting  the key to 'unlock' business  and economic growth in the NWQ yet it is also claimed it will relieve congestion in the same area.  Which is it? https://t.co/Bvun41yehv,Good news Need Council explain major contradiction business case Advanced presenting key 'unlock business economic growth NWQ yet also claimed relieve congestion area Which,"Sentiment(polarity=0.2725, subjectivity=0.5800000000000001)",0.2725,0.5800000000000001,en,0,0,RolandBasilides,144515,1367,2835,,,StopWensumLink,,London,2021-06-17 08:58:00+00:00
851,Thu Jun 17 08:58:03 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",How is climate change affecting Earth’s forests? Research @BU_Tweets shows that climate models underestimate the effects that forest fires &amp; a drier climate are having on the planet's largest forest biome. That could limit the carbon it can absorb: https://t.co/ttafqlHKTt https://t.co/AlELRpz0EG,How climate change affecting Earths forests Research shows climate models underestimate effects forest fires amp drier climate planet 's largest forest biome That could limit carbon absorb,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,0,0,enerphyschem,161060,292,320,,,"doescience, BU_Tweets",,@Multi-DiscplineAutoDidAct,2021-06-17 08:58:03+00:00
852,Thu Jun 17 08:58:04 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","China builds mega dams again to be carbon neutral! However, hydroelectric mega-dams' environmental and social costs are huge &amp; also do more to climate.",China builds mega dams carbon neutral However hydroelectric mega-dams environmental social costs huge amp also climate,"Sentiment(polarity=0.2166666666666667, subjectivity=0.48333333333333334)",0.2166666666666667,0.48333333333333334,en,0,0,danishpasha,7349,39,133,,,ashoswai,,India,2021-06-17 08:58:04+00:00
853,Thu Jun 17 08:58:12 +0000 2021,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","One large cargo ship produces the same amount of pollution as 50 million cars

How much carbon will the UK need to off-set for our increased trade with Australia?",One large cargo ship produces amount pollution million carsHow much carbon UK need off-set increased trade Australia,"Sentiment(polarity=0.20714285714285713, subjectivity=0.3142857142857143)",0.20714285714285713,0.3142857142857143,en,0,0,steve20594431,35800,991,990,,,ukiswitheu,,,2021-06-17 08:58:12+00:00
854,Thu Jun 17 08:58:15 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Baahubali ani filters eskunnapude meka la manda sagam sachindi inka Saaho gurinchi enduku cricket Team head jeevitam lo touch cheydam kuda doubte ellu kuda matladetolle chal https://t.co/Rv3B0hswZ5,Baahubali ani filters eskunnapude meka la manda sagam sachindi inka Saaho gurinchi enduku cricket Team head jeevitam lo touch cheydam kuda doubte ellu kuda matladetolle chal,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,et,0,0,venutarak__9999,48790,478,1319,,,DhonifiedRebel,,"hyderabad,kandukur",2021-06-17 08:58:15+00:00
855,Thu Jun 17 08:58:22 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","""I ask again - who pays?""

Andrew Neil challenges Rishi Sunak over the cost of the Government's net zero carbon emissions target, which includes replacing household gas boilers. https://t.co/sCAtxzVC4t",`` I ask pays `` Andrew Neil challenges Rishi Sunak cost Government 's net zero carbon emissions target includes replacing household gas boilers,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,0,0,together1707,6453,384,600,,,GBNEWS,,Glasgow ,2021-06-17 08:58:22+00:00
856,Thu Jun 17 08:58:23 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Macam-macam bentuk selaput dara. Elastisitas, bentuk, ketebalan &amp; ukurannya berbeda-beda.

Selaput dara bisa robek TANPA sexual intercourse, dari naik sepeda, naik kuda, gymnastics, dll. Darah yg keluar pas penetrasi juga ga selalu karena hymen, bs karena vaginal wall. https://t.co/ORAQmdb47e",Macam-macam bentuk selaput dara Elastisitas bentuk ketebalan amp ukurannya berbeda-beda.Selaput dara bisa robek TANPA sexual intercourse dari naik sepeda naik kuda gymnastics dll Darah yg keluar pas penetrasi juga ga selalu karena hymen bs karena vaginal wall,"Sentiment(polarity=0.5, subjectivity=0.8333333333333334)",0.5,0.8333333333333334,in,0,0,marieregaI,8929,1065,419,,,senjatanuklir,,,2021-06-17 08:58:23+00:00
857,Thu Jun 17 08:58:24 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@SEAFKenya @BandaRoberts @BetterGlobeTree It helps biodiversity to recover. It locks away the atmospheric carbon warming the Earth, slowing climate change. It can also lessen the impacts of climate change and underpin a green recovery from the COVID-19 pandemic. #ClimateAction #DesertificationAndDroughtDay",It helps biodiversity recover It locks away atmospheric carbon warming Earth slowing climate change It also lessen impacts climate change underpin green recovery COVID-19 pandemic,"Sentiment(polarity=-0.1, subjectivity=0.15)",-0.1,0.15,en,0,0,josephineosengo,213,606,457,,,"odipo_okoth, SEAFKenya, BandaRoberts, BetterGlobeTree",,"Nairobi, Kenya 🇰🇪",2021-06-17 08:58:24+00:00
